species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
3,2,45.5,15,220,5000,1
3,2,45.3,13.8,208,4200,2
3,2,45.8,14.2,219,4700,2
3,2,49.8,16.8,230,5700,1
3,2,46.5,14.8,217,5200,2
3,2,52.5,15.6,221,5450,1
3,2,47.4,14.6,212,4725,2
3,2,44.9,13.8,212,4750,2
3,2,50.8,15.7,226,5200,1
3,2,49.4,15.8,216,4925,1
3,2,46.9,14.6,222,4875,2
3,2,51.1,16.5,225,5250,1
3,2,49.1,15,228,5500,1
3,2,48.1,15.1,209,5500,1
3,2,46.2,14.1,217,4375,2
3,2,47.2,13.7,214,4925,2
3,2,45.2,14.8,212,5200,2
3,2,44.4,17.3,2,5250,1
3,2,49.5,16.2,2,5800,1
3,2,53.4,15.8,2,5500,1
3,2,41.7,14.7,2,4700,2
3,2,51.1,16.3,2,6000,1
3,2,45.1,14.5,2,5050,2
3,2,44.5,14.7,3,4850,2
3,2,49.5,16.1,3,5650,1
3,2,43.3,13.4,2,4400,2
3,2,43.5,14.2,3,4700,2
3,2,43.5,15.2,2,4650,2
3,2,50,15.9,3,5350,1
3,2,50,15.2,2,5700,1
3,2,49.9,16.1,2,5400,1
3,2,45.2,15.8,2,5300,1
3,2,46.1,15.1,2,5100,1
3,2,47.2,15.5,3,4975,2
3,2,49.6,16,3,5700,1
3,2,46.8,14.3,3,4850,2
3,2,50.5,15.9,2,5400,1
3,2,48.6,16,2,5800,1
3,2,46.2,14.5,3,4800,2
3,2,50.7,15,3,5550,1
3,2,50.5,15.9,2,5550,1
3,2,50.8,17.3,3,5600,1
3,2,45.1,14.5,3,5000,2
3,2,50,16.3,2,5700,1
3,2,50.2,14.3,3,5700,1
3,2,40.9,13.7,3,4650,2
3,2,42.6,13.7,3,4950,2
3,2,48.8,16.2,2,6000,1
3,2,55.1,16,2,5850,1
3,2,45.4,14.6,3,4800,2
