species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
3,2,52.1,17,230,5550,1
3,2,47.5,15,218,4950,2
3,2,45.5,14.5,212,4750,2
3,2,49.5,16.1,224,5650,1
3,2,44.5,14.7,214,4850,2
3,2,46.9,14.6,222,4875,2
3,2,51.1,16.5,225,5250,1
3,2,48.5,15,219,4850,2
3,2,55.9,17,228,5600,1
3,2,49.1,15,228,5500,1
3,2,41.7,14.7,210,4700,2
3,2,53.4,15.8,219,5500,1
3,2,48.1,15.1,209,5500,1
3,2,50.5,15.2,216,5000,2
3,2,43.5,15.2,213,4650,2
3,2,51.5,16.3,230,5500,1
3,2,46.8,14.3,215,4850,2
3,2,49.9,16.1,213,5400,1
