species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,2,41.1,18.2,2,4050,1
1,3,40.2,17.1,2,3400,2
1,3,38.8,20,3,3950,1
1,2,38.8,17.2,2,3800,1
1,3,40.8,18.4,3,3900,1
1,3,34,17.1,2,3400,2
1,1,36.7,19.3,3,3450,2
1,1,42.1,19.1,3,4000,1
1,2,37.8,20,3,4250,1
1,3,40.2,20.1,2,3975,1
1,3,41.1,18.1,2,4300,1
1,2,37.9,18.6,3,3150,2
1,1,39.5,17.4,3,3800,2
2,3,51.3,19.2,193,3650,1
2,3,46.1,18.2,178,3250,2
2,3,51.3,18.2,197,3750,1
2,3,51.3,19.9,198,3700,1
2,3,58,17.8,181,3700,2
2,3,46.4,18.6,190,3450,2
2,3,48.5,17.5,191,3400,1
2,3,43.2,16.6,187,2900,2
2,3,46.7,17.9,195,3300,2
2,3,52.8,20,205,4550,1
2,3,42.5,16.7,187,3350,2
2,3,51,18.8,203,4100,1
2,3,47.6,18.3,195,3850,2
2,3,52,20.7,210,4800,1
2,3,46.9,16.6,192,2700,2
2,3,49,19.5,210,3950,1
2,3,49,19.6,212,4300,1
2,3,51.5,18.7,187,3250,1
2,3,50.7,19.7,203,4050,1
2,3,50.2,18.8,202,3800,1
2,3,45.7,17,195,3650,2
2,3,55.8,19.8,207,4000,1
2,3,46,18.9,3,4150,2
2,3,42.5,17.3,1,3350,2
2,3,51.9,19.5,3,3950,1
2,3,52,19,3,4150,1
2,3,50.8,18.5,1,4450,1
2,3,52,18.1,3,4050,1
2,3,52.2,18.8,3,3450,1
2,3,45.5,17,3,3500,2
2,3,50.1,17.9,3,3400,2
2,3,49.3,19.9,1,4050,1
2,3,45.7,17.3,1,3600,2
2,3,50.9,19.1,1,3550,1
2,3,53.5,19.9,1,4500,1
2,3,50.5,18.4,1,3400,2
2,3,46.4,17.8,3,3700,2
2,3,40.9,16.6,1,3200,2
2,3,47.5,16.8,3,3900,2
2,3,50.2,18.7,3,3775,2
2,3,46.6,17.8,3,3800,2
2,3,43.5,18.1,3,3400,2
2,3,51.7,20.3,1,3775,1
2,3,49.2,18.2,3,4400,1
2,3,45.6,19.4,3,3525,2
3,2,50,16.3,230,5700,1
3,2,46.5,13.5,210,4550,2
3,2,45.4,14.6,211,4800,2
3,2,49,16.1,216,5550,1
3,2,45.8,14.6,210,4200,2
3,2,49.3,15.7,217,5850,1
3,2,42,13.5,210,4150,2
3,2,48.7,15.1,222,5350,1
3,2,50.2,14.3,218,5700,1
3,2,45.1,14.5,215,5000,2
3,2,46.5,14.5,213,4400,2
3,2,46.1,15.1,215,5100,1
3,2,47.8,15,215,5650,1
3,2,42.7,13.7,208,3950,2
3,2,43.6,13.9,217,4900,2
3,2,44.9,13.3,213,5100,2
3,2,46.6,14.2,210,4850,2
3,2,48.5,14.1,220,5300,1
3,2,43.8,13.9,208,4300,2
3,2,45.5,15,220,5000,1
3,2,43.2,14.5,208,4450,2
3,2,45.8,14.2,219,4700,2
3,2,49.8,16.8,230,5700,1
3,2,43.5,14.2,220,4700,2
3,2,47.7,15,216,4750,2
3,2,46.4,15,216,4700,2
3,2,48.6,16,230,5800,1
3,2,45.2,16.4,223,5950,1
3,2,49.1,14.5,212,4625,2
3,2,47.4,14.6,212,4725,2
3,2,50,15.9,224,5350,1
3,2,44.9,13.8,212,4750,2
3,2,50.8,17.3,228,5600,1
3,2,47.5,15,218,4950,2
3,2,44.5,14.7,214,4850,2
3,2,55.9,17,228,5600,1
3,2,49.1,15,228,5500,1
3,2,46.8,16.1,215,5500,1
3,2,53.4,15.8,219,5500,1
3,2,43.3,14,208,4575,2
3,2,50.5,15.2,216,5000,2
3,2,47.2,13.7,214,4925,2
3,2,46.8,14.3,215,4850,2
3,2,50.4,15.7,222,5750,1
3,2,51.3,14.2,3,5300,1
3,2,51.1,16.5,2,5250,1
3,2,47.5,14,3,4875,2
3,2,47.2,15.5,2,4975,2
3,2,46.8,15.4,2,5150,1
3,2,42.9,13.1,2,5000,2
3,2,40.9,13.7,3,4650,2
3,2,45.5,13.9,2,4200,2
3,2,59.6,17,2,6050,1
3,2,45.3,13.7,2,4300,2
3,2,50,15.3,3,5550,1
3,2,43.5,15.2,2,4650,2
3,2,52.1,17,2,5550,1
3,2,48.5,15,3,4850,2
3,2,50,15.2,3,5700,1
3,2,45,15.4,2,5050,1
3,2,48.2,14.3,3,4600,2
3,2,45.3,13.8,3,4200,2
3,2,50.1,15,3,5000,1
3,2,46.5,14.4,3,4900,2
3,2,48.2,15.6,2,5100,1
3,2,48.4,16.3,2,5400,1
3,2,50.8,15.7,2,5200,1
3,2,49.9,16.1,2,5400,1
3,2,52.5,15.6,2,5450,1
3,2,45.2,14.8,2,5200,2
3,2,49.5,16.2,3,5800,1
3,2,48.8,16.2,3,6000,1
3,2,43.3,13.4,3,4400,2
3,2,47.6,14.5,3,5400,1
3,2,48.7,14.1,2,4450,2
3,2,41.7,14.7,2,4700,2
3,2,50.7,15,3,5550,1
3,2,46.2,14.9,2,5300,1
3,2,51.5,16.3,2,5500,1
3,2,45.2,13.8,2,4750,2
3,2,44.4,17.3,3,5250,1
3,2,49.8,15.9,2,5950,1
3,2,49.2,15.2,2,6300,1
3,2,49.1,14.8,2,5150,2
3,2,43.4,14.4,3,4600,2
3,2,45.2,15.8,3,5300,1
3,2,45.1,14.5,2,5050,2
3,2,46.1,13.2,2,4500,2
3,2,49.5,16.1,2,5650,1
