species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,2,38.2,18.1,3,3950,1
1,1,33.5,19,2,3600,2
1,2,37.9,18.6,3,2925,2
1,3,36.9,18.6,3,3500,2
1,1,36.2,17.2,3,3150,2
1,3,36.6,18.4,3,3475,2
1,2,38.1,17,3,3175,2
1,1,40.6,19,2,4000,1
1,3,36,17.1,2,3700,2
2,3,50,19.5,196,3900,1
2,3,45.4,18.7,188,3525,2
2,3,52.7,19.8,197,3725,1
2,3,45.2,17.8,198,3950,2
2,3,46.6,17.8,193,3800,2
2,3,51.7,20.3,194,3775,1
2,3,58,17.8,181,3700,2
2,3,49.2,18.2,195,4400,1
2,3,52,19,197,4150,1
2,3,49.5,19,200,3800,1
2,3,52.8,20,205,4550,1
2,3,51,18.8,203,4100,1
2,3,52,20.7,210,4800,1
2,3,53.5,19.9,205,4500,1
2,3,50.8,18.5,201,4450,1
2,3,45.7,17.3,193,3600,2
2,3,49.3,19.9,203,4050,1
2,3,45.7,17,195,3650,2
2,3,49.6,18.2,193,3775,1
2,3,49.8,17.3,1,3675,2
2,3,43.5,18.1,3,3400,2
2,3,51.3,18.2,3,3750,1
2,3,50.1,17.9,1,3400,2
2,3,46.2,17.5,3,3650,2
2,3,47,17.3,1,3700,2
2,3,46.5,17.9,1,3500,2
2,3,43.2,16.6,3,2900,2
2,3,51.5,18.7,3,3250,1
2,3,46.7,17.9,3,3300,2
2,3,49.7,18.6,3,3600,1
2,3,42.5,16.7,1,3350,2
2,3,46.4,17.8,1,3700,2
2,3,45.6,19.4,3,3525,2
2,3,42.4,17.3,1,3600,2
2,3,46.1,18.2,3,3250,2
2,3,52.2,18.8,3,3450,1
2,3,42.5,17.3,3,3350,2
3,2,46.1,13.2,211,4500,2
3,2,48.7,14.1,210,4450,2
3,2,45.4,14.6,211,4800,2
3,2,43.3,13.4,209,4400,2
3,2,46.8,15.4,215,5150,1
3,2,40.9,13.7,214,4650,2
3,2,49,16.1,216,5550,1
3,2,45.5,13.7,214,4650,2
3,2,49.3,15.7,217,5850,1
3,2,49.2,15.2,221,6300,1
3,2,50.2,14.3,218,5700,1
3,2,46.3,15.8,215,5050,1
3,2,47.8,15,215,5650,1
3,2,49.6,16,225,5700,1
3,2,43.6,13.9,217,4900,2
3,2,50.5,15.9,225,5400,1
3,2,45,15.4,220,5050,1
3,2,46.2,14.9,221,5300,1
3,2,54.3,15.7,231,5650,1
3,2,50.7,15,223,5550,1
3,2,46.4,15.6,221,5000,1
3,2,46.5,14.8,217,5200,2
3,2,45.5,14.5,212,4750,2
3,2,49.5,16.1,224,5650,1
3,2,49.4,15.8,216,4925,1
3,2,46.8,16.1,215,5500,1
3,2,41.7,14.7,210,4700,2
3,2,48.1,15.1,209,5500,1
3,2,50.5,15.2,216,5000,2
3,2,49.8,15.9,229,5950,1
3,2,43.5,15.2,213,4650,2
3,2,49.9,16.1,213,5400,1
3,2,45.8,14.2,3,4700,2
3,2,50.4,15.3,3,5550,1
3,2,46.9,14.6,3,4875,2
3,2,47.5,14,3,4875,2
3,2,48.2,15.6,2,5100,1
3,2,46.7,15.3,2,5200,1
3,2,42.8,14.2,2,4700,2
3,2,48.4,14.4,2,4625,2
3,2,44.5,14.7,2,4850,2
3,2,42,13.5,2,4150,2
3,2,46.8,14.3,2,4850,2
3,2,46.5,14.5,2,4400,2
3,2,43.2,14.5,2,4450,2
3,2,48.7,15.1,3,5350,1
3,2,50.1,15,3,5000,1
3,2,46.2,14.5,2,4800,2
3,2,53.4,15.8,3,5500,1
3,2,45.8,14.6,3,4200,2
3,2,45.5,15,2,5000,1
3,2,42.9,13.1,3,5000,2
3,2,45.1,14.5,3,5000,2
3,2,45.3,13.7,2,4300,2
3,2,46.1,15.1,3,5100,1
3,2,48.5,14.1,2,5300,1
3,2,47.5,15,2,4950,2
3,2,49.1,14.5,3,4625,2
3,2,45.3,13.8,3,4200,2
3,2,50.5,15.9,3,5550,1
3,2,44.4,17.3,3,5250,1
3,2,51.5,16.3,3,5500,1
3,2,50,15.3,3,5550,1
