species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
1,3,37.8,18.1,193,3750,1
1,3,41.5,18.5,201,4000,1
1,3,55.8,19.8,207,4000,1
2,3,42.3,21.2,191,4150,1
2,2,38.8,17.2,180,3800,1
2,3,39.2,21.1,196,4150,1
2,3,46.5,17.9,192,3500,2
2,3,50,19.5,196,3900,1
2,3,45.2,17.8,198,3950,2
2,3,46.1,18.2,178,3250,2
2,3,51.3,18.2,197,3750,1
2,3,46,18.9,195,4150,2
2,3,51.3,19.9,198,3700,1
2,3,47,17.3,185,3700,2
2,3,52,18.1,201,4050,1
2,3,45.9,17.1,190,3575,2
2,3,50.3,20,197,3300,1
2,3,58,17.8,181,3700,2
2,3,49.2,18.2,195,4400,1
2,3,42.4,17.3,181,3600,2
2,3,46.7,17.9,195,3300,2
2,3,50.5,18.4,200,3400,2
2,3,49.5,19,200,3800,1
2,3,46.4,17.8,191,3700,2
2,3,40.9,16.6,187,3200,2
2,3,42.5,16.7,187,3350,2
2,3,51,18.8,203,4100,1
2,3,49.7,18.6,195,3600,1
2,3,47.5,16.8,199,3900,2
2,3,47.6,18.3,195,3850,2
2,3,52,20.7,210,4800,1
2,3,53.5,19.9,205,4500,1
2,3,49,19.5,210,3950,1
2,3,45.5,17,196,3500,2
2,3,50.8,18.5,201,4450,1
2,3,50.1,17.9,190,3400,2
2,3,49,19.6,212,4300,1
2,3,51.5,18.7,187,3250,1
2,3,48.1,16.4,199,3325,2
2,3,45.7,17.3,193,3600,2
2,3,50.7,19.7,203,4050,1
2,3,42.5,17.3,187,3350,2
2,3,52.2,18.8,197,3450,1
2,3,45.2,16.6,191,3250,2
2,3,51.9,19.5,206,3950,1
2,3,45.7,17,195,3650,2
2,3,49.6,18.2,193,3775,1
2,3,50.2,18.7,198,3775,2
2,2,48.2,15.6,221,5100,1
2,2,50.8,15.7,226,5200,1
3,3,41.1,18.1,205,4300,1
3,2,46.1,13.2,211,4500,2
3,2,50,16.3,230,5700,1
3,2,48.7,14.1,210,4450,2
3,2,46.5,13.5,210,4550,2
3,2,46.7,15.3,219,5200,1
3,2,46.8,15.4,215,5150,1
3,2,40.9,13.7,214,4650,2
3,2,49,16.1,216,5550,1
3,2,45.8,14.6,210,4200,2
3,2,42,13.5,210,4150,2
3,2,46.2,14.5,209,4800,2
3,2,48.7,15.1,222,5350,1
3,2,45.1,14.5,215,5000,2
3,2,46.3,15.8,215,5050,1
3,2,42.9,13.1,215,5000,2
3,2,47.8,15,215,5650,1
3,2,48.2,14.3,210,4600,2
3,2,50,15.3,220,5550,1
3,2,42.8,14.2,209,4700,2
3,2,48.4,16.3,220,5400,1
3,2,44.4,17.3,219,5250,1
3,2,44,13.6,208,4350,2
3,2,48.7,15.7,208,5350,1
3,2,49.6,16,225,5700,1
3,2,45.3,13.7,210,4300,2
3,2,49.6,15,216,4750,1
3,2,50.5,15.9,222,5550,1
3,2,43.6,13.9,217,4900,2
3,2,45.5,13.9,210,4200,2
3,2,45.2,15.8,215,5300,1
3,2,46.6,14.2,210,4850,2
3,2,50.1,15,225,5000,1
3,2,46.5,14.4,217,4900,2
3,2,43.8,13.9,208,4300,2
3,2,45.5,15,220,5000,1
3,2,43.2,14.5,208,4450,2
3,2,50.4,15.3,224,5550,1
3,2,45.3,13.8,208,4200,2
3,2,54.3,15.7,231,5650,1
3,2,45.8,14.2,219,4700,2
3,2,49.8,16.8,230,5700,1
3,2,43.5,14.2,220,4700,2
3,2,50.7,15,223,5550,1
3,2,46.4,15.6,221,5000,1
3,2,46.5,14.8,217,5200,2
3,2,46.4,15,216,4700,2
3,2,47.5,14.2,209,4600,2
3,2,45.2,13.8,215,4750,2
3,2,49.1,14.5,212,4625,2
3,2,52.5,15.6,221,5450,1
3,2,47.4,14.6,212,4725,2
3,2,50,15.9,224,5350,1
3,2,44.9,13.8,212,4750,2
3,2,43.4,14.4,218,4600,2
3,2,51.3,14.2,218,5300,1
3,2,47.5,14,212,4875,2
3,2,52.1,17,230,5550,1
3,2,47.5,15,218,4950,2
3,2,52.2,17.1,228,5400,1
3,2,45.5,14.5,212,4750,2
3,2,49.5,16.1,224,5650,1
3,2,49.4,15.8,216,4925,1
3,2,46.9,14.6,222,4875,2
3,2,48.4,14.4,203,4625,2
3,2,48.5,15,219,4850,2
3,2,55.9,17,228,5600,1
3,2,47.2,15.5,215,4975,2
3,2,46.8,16.1,215,5500,1
3,2,41.7,14.7,210,4700,2
3,2,43.3,14,208,4575,2
3,2,48.1,15.1,209,5500,1
3,2,50.5,15.2,216,5000,2
3,2,49.8,15.9,229,5950,1
3,2,51.5,16.3,230,5500,1
3,2,46.2,14.1,217,4375,2
3,2,48.8,16.2,222,6000,1
3,2,46.8,14.3,215,4850,2
3,2,50.4,15.7,222,5750,1
3,2,45.2,14.8,212,5200,2
